as_of_date,game_id,player_id,player_name,mu_pts,sigma_pts,p15,p20,p25,p30,conf20,conf25,conf30,model_version
2025-12-30,0022500455,1630700,Dyson Daniels,15.774266,6.9934897,0.57229006,0.2971057,0.10607161,0.024843752,28.463731780205812,10.162019174661584,2.3801155328605073,v1_hetero_nll
2025-12-30,0022500059,2544,LeBron James,13.614081,6.222425,0.44339186,0.1720946,0.040105283,0.0053398083,18.530296667471315,4.318338840072422,0.574964179434479,v1_hetero_nll
2025-12-30,0022500078,2544,LeBron James,15.997672,6.402067,0.59248257,0.29216805,0.09207918,0.017469808,30.576467233627813,9.636426608625548,1.8282800611487457,v1_hetero_nll
2025-12-30,0022500317,2544,LeBron James,14.752488,6.013808,0.51674455,0.21492884,0.052524343,0.0070978017,23.94528074538946,5.851751770853372,0.7907680676454005,v1_hetero_nll
2025-12-30,0022500336,2544,LeBron James,15.0292845,7.0880094,0.5297626,0.26410413,0.09074847,0.020596763,24.964664239605032,8.578074806920544,1.9469262930702393,v1_hetero_nll
2025-12-30,0022500362,2544,LeBron James,14.258811,6.2088165,0.4845065,0.19929205,0.049526807,0.007048825,21.50581739417864,5.344490403770145,0.7606461719551749,v1_hetero_nll
2025-12-30,0022501204,2544,LeBron James,16.760899,7.234067,0.622683,0.3524779,0.14235167,0.03912026,32.64556358213993,13.184231876886624,3.62321424126384,v1_hetero_nll
2025-12-30,0022501228,2544,LeBron James,16.891367,7.1541586,0.63090926,0.35769317,0.14377177,0.03899917,33.49861797892692,13.464487568841232,3.6523434807515582,v1_hetero_nll
2025-12-30,0022500379,2544,LeBron James,18.124985,7.9100876,0.6766221,0.4309993,0.21014021,0.07521148,36.50648955140977,17.79928951319848,6.370560486535353,v1_hetero_nll
2025-12-30,0022500395,2544,LeBron James,18.978373,7.219068,0.7324874,0.47119874,0.22217536,0.072492346,43.731843237476184,20.620041952528503,6.727997302074555,v1_hetero_nll
2025-12-30,0022500418,2544,LeBron James,21.569252,7.348583,0.8319723,0.61086917,0.34501362,0.14024453,55.69541038060706,31.456284650232107,12.786659966029802,v1_hetero_nll
2025-12-30,0022500182,101108,Chris Paul,3.2753499,3.5660956,0.00082307786,2.6861762e-06,1.3261321e-09,9.6256336e-14,0.0005046802525141743,2.491544266710655e-07,1.8084693368176057e-11,v1_hetero_nll
2025-12-30,0022500190,101108,Chris Paul,3.5656316,4.114253,0.003934027,5.3759082e-05,1.8068668e-07,1.4545931e-10,0.008754586769837865,2.9424557898582595e-05,2.3687832882582337e-08,v1_hetero_nll
2025-12-30,0022500176,201142,Kevin Durant,21.870058,9.283247,0.78637594,0.60075617,0.3884735,0.20556565,43.358389393104076,28.03730823148808,14.836293859280392,v1_hetero_nll
2025-12-30,0022500032,201142,Kevin Durant,18.097544,7.977295,0.67399544,0.43022317,0.21110736,0.076449856,36.133743694114656,17.730562738712248,6.420898653545491,v1_hetero_nll
2025-12-30,0022500191,201142,Kevin Durant,19.196688,7.1789494,0.74351835,0.48314962,0.23003519,0.07561339,45.09158949695288,21.468820302321657,7.056877883533524,v1_hetero_nll
2025-12-30,0022500218,201142,Kevin Durant,20.499514,7.851061,0.77761585,0.5506522,0.30518433,0.12581405,46.9919924564159,26.04406166820497,10.736817898552262,v1_hetero_nll
2025-12-30,0022500042,201142,Kevin Durant,20.397703,8.788297,0.74891716,0.5406802,0.32032475,0.15016422,41.22024620030154,24.42083923192904,11.448182287161341,v1_hetero_nll
2025-12-30,0022500236,201142,Kevin Durant,21.695557,8.954475,0.7891776,0.59684575,0.37706852,0.19172177,44.65773990578112,28.21336864208949,14.345182620498017,v1_hetero_nll
2025-12-30,0022500255,201142,Kevin Durant,24.141172,8.280308,0.8778588,0.7124332,0.48271722,0.25875857,57.64644124485542,39.058999857940236,20.9374165310253,v1_hetero_nll
2025-12-30,0022500054,201142,Kevin Durant,22.81781,10.045005,0.7961801,0.6294113,0.43350196,0.25295323,41.98161837821924,28.914502503424576,16.871935570247274,v1_hetero_nll
2025-12-30,0022500301,201142,Kevin Durant,22.75809,10.577813,0.7825103,0.6209632,0.43459955,0.2619441,39.33188908467218,27.527589039687175,16.591570719066745,v1_hetero_nll
2025-12-30,0022500316,201142,Kevin Durant,21.910955,8.713027,0.8024932,0.60899746,0.38317737,0.19187714,46.82968258191982,29.464942472537178,14.754652102101556,v1_hetero_nll
2025-12-30,0022500330,201142,Kevin Durant,23.012362,9.401464,0.817381,0.645648,0.4371359,0.24507609,46.012424467350776,31.152705935612637,17.465468445208277,v1_hetero_nll
2025-12-30,0022500346,201142,Kevin Durant,22.308153,9.894637,0.7849819,0.6117203,0.4123443,0.2336611,41.42169157321369,27.921254562848116,15.821998591472111,v1_hetero_nll
2025-12-30,0022500356,201142,Kevin Durant,22.872753,8.628273,0.8340729,0.6520628,0.42520523,0.22121835,50.633776889243244,33.01790564505115,17.177979334116724,v1_hetero_nll
2025-12-30,0022501205,201142,Kevin Durant,21.416403,8.512669,0.79174286,0.58905846,0.35858774,0.17115875,46.36256604905347,28.22308728859411,13.471259053915302,v1_hetero_nll
2025-12-30,0022501225,201142,Kevin Durant,22.544744,10.17629,0.7853932,0.6176062,0.42381692,0.24715288,40.66277481074838,27.903818250741818,16.272377562880912,v1_hetero_nll
2025-12-30,0022500375,201142,Kevin Durant,22.292368,8.2191515,0.82845426,0.63297355,0.39412025,0.19026195,51.59805914345773,32.12747342109665,15.509570019297803,v1_hetero_nll
2025-12-30,0022500386,201142,Kevin Durant,23.419779,8.511326,0.85267824,0.6774345,0.44950354,0.23749974,53.32672460835887,35.38430812877649,18.69565678664201,v1_hetero_nll
2025-12-30,0022500401,201142,Kevin Durant,24.174036,9.115656,0.855713,0.69593626,0.48573738,0.2795208,51.15126107227977,35.701659940530845,20.544758776011573,v1_hetero_nll
2025-12-30,0022500422,201142,Kevin Durant,25.45702,11.004625,0.84029573,0.7058564,0.53465044,0.35666436,42.974998722517434,32.55138409571665,21.71497194650398,v1_hetero_nll
2025-12-30,0022500453,201142,Kevin Durant,24.530104,12.197185,0.7945553,0.6599764,0.5009846,0.34183413,36.252972398662436,27.519440672331058,18.777191534732484,v1_hetero_nll
2025-12-30,0022500196,201143,Al Horford,4.9490438,3.6920478,0.0048421933,4.0544026e-05,5.9370503e-08,1.468603e-11,0.007357569410598905,1.0774030671969837e-05,2.665090122088194e-09,v1_hetero_nll
2025-12-30,0022500220,201143,Al Horford,6.7664437,5.467831,0.07862611,0.009934487,0.0005908674,1.6073973e-05,1.2173211148075793,0.07240186681327786,0.001969622129936049,v1_hetero_nll
2025-12-30,0022500047,201143,Al Horford,6.6226,5.0221553,0.05837878,0.005171915,0.00018563459,2.6156029e-06,0.6899792920004119,0.024765298947909412,0.0003489445977411908,v1_hetero_nll
2025-12-30,0022500237,201143,Al Horford,5.643665,4.1772013,0.016996276,0.00045473038,3.1791997e-06,5.6130367e-09,0.07293624289707697,0.0005099260402616218,9.003001040995982e-07,v1_hetero_nll
2025-12-30,0022500249,201143,Al Horford,6.2396164,4.6982136,0.03935702,0.002383054,5.0815368e-05,3.693561e-07,0.33984110935167816,0.007246647266378279,5.267290979626665e-05,v1_hetero_nll
2025-12-30,0022500056,201143,Al Horford,7.611561,5.3575172,0.09926479,0.013242674,0.0008099811,2.1985654e-05,1.656101347021483,0.10129455383448493,0.002749480195262457,v1_hetero_nll
2025-12-30,0022500333,201143,Al Horford,9.557739,6.418617,0.22065337,0.06069417,0.009957206,0.00094517204,6.335491568449213,1.0393716439209741,0.09866070672481761,v1_hetero_nll
2025-12-30,0022500352,201143,Al Horford,5.7659764,4.5131474,0.026480421,0.0011707166,1.6552107e-05,7.2474414e-08,0.17379892072208009,0.0024572456701005578,1.0759201022844839e-05,v1_hetero_nll
2025-12-30,0022500175,201144,Mike Conley,10.762543,7.8293405,0.31655094,0.13221344,0.03966282,0.008350254,11.314235606858794,3.394167117067517,0.7145774412025091,v1_hetero_nll
2025-12-30,0022500036,201144,Mike Conley,9.465236,6.3570557,0.21418142,0.05722265,0.009013781,0.00081195065,6.030964378215503,0.9500047748473193,0.08557529620119608,v1_hetero_nll
2025-12-30,0022500197,201144,Mike Conley,7.0062895,5.535441,0.08790498,0.012002794,0.0007880062,2.416281e-05,1.4527969673750678,0.09537887883834195,0.0029246237501963147,v1_hetero_nll
2025-12-30,0022500205,201144,Mike Conley,6.8059916,5.5153527,0.081505425,0.0106795225,0.00066798873,1.938437e-05,1.2973386098649682,0.08114665595536402,0.0023547955882425972,v1_hetero_nll
2025-12-30,0022500044,201144,Mike Conley,5.897458,4.301329,0.022751592,0.0007823607,7.6322785e-06,2.0409981e-08,0.12186504156061721,0.001188848000636818,3.179177286577329e-06,v1_hetero_nll
2025-12-30,0022500232,201144,Mike Conley,6.780605,5.996795,0.09900299,0.01695955,0.0015643042,7.575251e-05,1.8948285088980386,0.17477399429575374,0.008463551051313066,v1_hetero_nll
2025-12-30,0022500246,201144,Mike Conley,6.7085886,5.576476,0.08117782,0.010900528,0.0007102821,2.1843387e-05,1.309671881257094,0.08533866329429715,0.002624429726784381,v1_hetero_nll
2025-12-30,0022500259,201144,Mike Conley,6.310123,5.2520986,0.059456397,0.0060134567,0.00026674292,5.0422295e-06,0.7671249757743865,0.03402787581503439,0.0006432274070239705,v1_hetero_nll
2025-12-30,0022500053,201144,Mike Conley,6.9718547,5.27028,0.07658626,0.008723947,0.00044075126,9.575612e-06,1.1090576864570583,0.05603181625359383,0.0012173281199194068,v1_hetero_nll
2025-12-30,0022500292,201144,Mike Conley,5.5632415,4.643429,0.027139502,0.0013437337,2.2694388e-05,1.2683252e-07,0.19388724024616424,0.0032745717174636584,1.8300653792331008e-05,v1_hetero_nll
2025-12-30,0022500064,201144,Mike Conley,5.537524,4.4509864,0.022026133,0.00085360627,1.0208266e-05,3.6498697e-08,0.12849201051654513,0.001536634271428552,5.494091527113881e-06,v1_hetero_nll
2025-12-30,0022500293,201144,Mike Conley,5.2755213,4.496383,0.020107532,0.00077932025,9.533609e-06,3.571277e-08,0.11612545719617094,0.001420590190007802,5.321511743554693e-06,v1_hetero_nll
2025-12-30,0022500306,201144,Mike Conley,6.41153,6.128431,0.09344635,0.016352069,0.0015808333,8.246645e-05,1.7877147270576117,0.17282699734056606,0.00901577046342334,v1_hetero_nll
2025-12-30,0022500321,201144,Mike Conley,4.68378,4.4569426,0.013816558,0.00044320192,4.3712157e-06,1.2884595e-08,0.06662533325256682,0.0006571129373096492,1.936905862026296e-06,v1_hetero_nll
2025-12-30,0022500337,201144,Mike Conley,4.5595813,4.5149345,0.013844135,0.00046796392,5.014515e-06,1.6570038e-08,0.06944415841159997,0.0007441359001649225,2.45893390402966e-06,v1_hetero_nll
2025-12-30,0022500355,201144,Mike Conley,4.8600383,4.6354594,0.018780522,0.000793584,1.1331528e-05,5.3171263e-08,0.11470303555248854,0.0016378362927761381,7.685267645047726e-06,v1_hetero_nll
2025-12-30,0022500365,201144,Mike Conley,5.1586566,4.8942146,0.02815362,0.001693368,3.8769995e-05,3.2878532e-07,0.23181585056357437,0.005307469717469639,4.50095037643282e-05,v1_hetero_nll
2025-12-30,0022500400,201144,Mike Conley,7.658586,5.066068,0.08843767,0.009709268,0.000443115,8.114339e-06,1.284074642663646,0.05860304873730975,0.001073141270499515,v1_hetero_nll
2025-12-30,0022500416,201144,Mike Conley,5.434013,5.3042526,0.04370768,0.0040028174,0.0001625251,2.851494e-06,0.5056108742366554,0.02052915358133651,0.00036018287978016887,v1_hetero_nll
2025-12-30,0022500452,201144,Mike Conley,6.027283,4.5905995,0.032470305,0.0016685498,2.8605138e-05,1.5836176e-07,0.24352556833836456,0.0041749324555367135,2.311296702686929e-05,v1_hetero_nll
2025-12-30,0022500181,201566,Russell Westbrook,18.648394,7.719719,0.70449615,0.45607948,0.22422318,0.079906665,39.58346980280672,19.460492917313562,6.935157119335353,v1_hetero_nll
2025-12-30,0022500038,201566,Russell Westbrook,18.771029,7.4695067,0.7162697,0.46112776,0.22154634,0.07544862,41.36224797644003,19.872268821372348,6.7675919140434475,v1_hetero_nll
2025-12-30,0022500197,201566,Russell Westbrook,19.351297,7.774933,0.7336752,0.49237034,0.25391567,0.09589355,42.42970700791319,21.881025002373818,8.263566599094638,v1_hetero_nll
2025-12-30,0022500212,201566,Russell Westbrook,17.887907,9.881982,0.63413936,0.43520623,0.25171393,0.119981885,29.50705463052767,17.066246906578563,8.134791748984066,v1_hetero_nll
2025-12-30,0022500223,201566,Russell Westbrook,16.54196,8.018553,0.600505,0.3561013,0.16048819,0.05304636,29.75448134976629,13.409787496442831,4.432353751017546,v1_hetero_nll
2025-12-30,0022500044,201566,Russell Westbrook,14.3818865,8.392962,0.4943859,0.2709938,0.11399604,0.035829023,21.633105585255628,9.100165283852053,2.8601872853124366,v1_hetero_nll
2025-12-30,0022500234,201566,Russell Westbrook,13.998662,7.2789145,0.4725444,0.22488725,0.07455157,0.016601408,20.70012827031632,6.8622252502083425,1.528104627439844,v1_hetero_nll
2025-12-30,0022500261,201566,Russell Westbrook,13.726857,6.544512,0.45297992,0.18885191,0.049868096,0.007973356,19.333875778940772,5.10528901404607,0.8162791979906935,v1_hetero_nll
2025-12-30,0022500274,201566,Russell Westbrook,12.952477,6.3565807,0.4038276,0.15149598,0.034637287,0.004617751,15.968066826450174,3.6508594273026933,0.4867228869450541,v1_hetero_nll
2025-12-30,0022500292,201566,Russell Westbrook,14.214416,7.163571,0.4840999,0.2303052,0.07552706,0.016429825,21.540162194277936,7.063953268528905,1.5366613183916193,v1_hetero_nll
2025-12-30,0022500068,201566,Russell Westbrook,13.297737,6.8996477,0.43083453,0.18434642,0.052230682,0.009430322,17.901218411825045,5.071933911343352,0.9157447093035154,v1_hetero_nll
